id,slug,name,brand,years,generation_code,category,vehicle_type,tier,country,engine,hp,torque,trans,drivetrain,layout,curb_weight,seats,manual_available,zero_to_sixty,quarter_mile,top_speed,braking_60_0,lateral_g,price_range,price_avg,msrp_new_low,msrp_new_high,score_sound,score_interior,score_track,score_reliability,score_value,score_driver_fun,score_aftermarket,daily_usability_tag,maintenance_cost_index,insurance_cost_index,fuel_economy_combined,platform_cost_tier,parts_availability,diy_friendliness,has_tagline,has_highlight,has_hero_blurb,has_essence,has_heritage,has_engine_character,has_buyers_summary,pros_count,cons_count,common_issues_count,competitors_count,has_hero_image,tuning_engine_family,tuning_stock_whp,tuning_stock_wtq,tuning_data_quality,tuning_verified,tuning_stages_count,expected_whp,whp_diff
f6778011-8f4c-4948-a393-8c0d0261c480,lamborghini-huracan-lp610-4,Lamborghini Huracán LP 610-4,Lamborghini,2014-2019,LP 610-4,Mid-Engine,Supercar,premium,Italy,5.2L Naturally Aspirated V10,610,413,7DCT,AWD,,3135,2,false,3.2,10.90,202,,,"$200,000 - $280,000",240000,199800,275000,9.0,8.0,8.0,6.0,8.0,9.0,8.0,Daily Capable,,,,,good,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,351,skeleton,false,0,519,
fd336f0c-a6a6-4bf2-a252-f714abe3e6c9,lamborghini-huracan-performante,Lamborghini Huracán Performante,Lamborghini,2017-2019,LP 640-4,Mid-Engine,Supercar,premium,Italy,5.2L Naturally Aspirated V10,640,443,7DCT,AWD,,3047,2,false,2.9,10.40,202,,,"$235,000 - $300,000",260000,274390,320000,9.0,7.0,10.0,6.0,8.0,9.0,7.0,Track Toy,,,,,good,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,377,templated,false,0,544,
7171bb61-17ca-4a55-8d3d-8567f4102e22,lamborghini-huracan-sto,Lamborghini Huracán STO,Lamborghini,2021-2024,LB724,Mid-Engine,Supercar,premium,Italy,5.2L Naturally Aspirated V10,630,417,7DCT,RWD,,3373,2,false,3.0,10.80,193,,,"$300,000 - $400,000",340000,327838,400000,9.0,7.0,10.0,6.0,6.0,9.0,7.0,Track Toy,,,,,moderate,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,354,skeleton,false,0,536,
164830d8-1788-4db1-895f-3efdd7a5025e,lamborghini-huracan-tecnica,Lamborghini Huracán Tecnica,Lamborghini,2022-2024,LP 640-2,Mid-Engine,Supercar,premium,Italy,5.2L Naturally Aspirated V10,631,443,7DCT,RWD,,3373,2,false,3.2,11.20,202,,,"$239,000 - $280,000",259500,239000,280000,9.0,8.0,9.0,6.0,7.0,9.0,8.0,Daily Capable,,,,,good,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,377,skeleton,false,0,536,
1d336150-1b38-4cf1-9267-4c3a00fed2ca,lamborghini-revuelto-lp780-4,Lamborghini Revuelto LP 780-4,Lamborghini,2023-present,LB744,Mid-Engine,Supercar,premium,Italy,6.5L Naturally Aspirated V12 + Electric Motors,1001,783,8DCT,AWD,,3982,2,false,2.5,10.10,217,,,"$608,358 - $750,000",679179,608358,750000,9.0,8.0,9.0,7.0,6.0,10.0,7.0,Weekend Only,,,,,good,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,666,skeleton,false,0,851,
9d043e35-2d9e-4a08-b44f-a980155801d7,lexus-gs350-l10,Lexus GS 350,Lexus,2013-2020,L10,Front-Engine,Sports Sedan,mid,Japan,3.5L V6,311,280,8AT,RWD,,3825,5,false,5.7,14.10,143,,,"$50,695 - $60,450",55572,50695,60450,7.0,8.0,6.0,9.0,8.0,7.0,6.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,238,templated,false,0,264,
9f4c9490-eda1-47bf-a94d-85f8fa5d6a81,lexus-gs-f-url2,Lexus GS F,Lexus,2016-2020,URL2,Front-Engine,Sports Sedan,mid,Japan,5.0L Naturally Aspirated V8,467,389,8AT,RWD,,4034,5,false,4.4,12.40,168,,,"$84,440 - $87,940",86190,84440,87940,9.0,8.0,7.0,8.0,8.0,8.0,6.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,331,templated,false,0,397,
c7e36276-ca78-4a1e-88f9-4e34a7ef53f8,lexus-gx-550-j460,Lexus GX 550,Lexus,2024-present,J460,Front-Engine,SUV,mid,Japan,3.4L Twin-Turbo V6,349,479,10AT,AWD,,5465,7,false,6.7,,112,,,"$63,250 - $78,000",70625,63250,78000,7.0,8.0,5.0,9.0,6.0,6.0,4.0,Daily Capable,,,,,excellent,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,407,templated,false,0,297,
88e99ddc-12ea-42cd-baac-cc2ffb1e8aaf,lexus-is-f-use20,Lexus IS-F,Lexus,2008-2014,USE20,Front-Engine,Sports Sedan,mid,Japan,5.0L Naturally Aspirated V8,416,371,8AT,RWD,,3781,4,false,4.6,12.80,168,,,"$55,000 - $65,000",60000,55950,62465,9.0,6.0,8.0,8.0,9.0,8.0,6.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,315,researched,false,0,354,
32b12b99-7761-4acc-9306-00272cc6e8c0,lexus-is300-xe10,Lexus IS300,Lexus,2001-2005,XE10,Front-Engine,Sports Sedan,mid,Japan,3.0L Inline-6 (2JZ-GE),215,218,5AT/5MT,RWD,,3255,5,true,7.2,15.40,144,,,"$31,000 - $34,000 (original MSRP)",32500,31000,34000,8.0,7.0,8.0,8.0,9.0,8.0,9.0,Daily Capable,,,,,excellent,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,185,templated,false,0,183,
a61356f4-846a-4880-8145-34100655e8fb,lexus-is350-xe20,Lexus IS350,Lexus,2006-2013,XE20,Front-Engine,Sports Sedan,mid,Japan,3.5L V6,306,277,6AT,RWD,,3660,5,true,5.3,13.80,143,,,"$35,000 - $42,000",38500,35000,42000,7.0,8.0,6.0,9.0,8.0,7.0,6.0,Daily Capable,,,,,excellent,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,235,templated,false,0,260,
9e68513f-54fb-43e1-8200-5658a3bb20fe,lexus-is350-f-sport-xe30,Lexus IS350 F Sport,Lexus,2014-2020,XE30,Front-Engine,Sports Sedan,mid,Japan,3.5L Naturally Aspirated V6,306,277,8AT,RWD,,3737,5,false,5.6,14.00,143,,,"$42,000 - $48,000",45000,42650,48300,7.0,8.0,7.0,9.0,8.0,8.0,6.0,Daily Capable,,,,,excellent,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,235,templated,false,0,260,
7e65a6f9-25b1-45e6-92a6-3702f2eade99,lexus-lc-500,Lexus LC 500,Lexus,2018-2024,Z100,Front-Engine,Sports Car,mid,Japan,5.0L V8,471,398,10AT,RWD,,4280,,true,4.4,12.80,168,109,0.95,$52-70K,61000,,,8.3,9.2,4.8,10.0,5.3,5.5,4.0,,,,19.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,338,templated,false,0,400,
61c51407-64ef-4130-af41-8d1c9d4e04d3,lexus-rc-f,Lexus RC F,Lexus,2015-2022,USC10,Front-Engine,Sports Car,budget,Japan,5.0L V8,467,389,8AT,RWD,,4034,,true,4.3,12.80,168,108,0.98,$28-45K,36500,,,7.2,7.0,6.5,9.9,9.0,6.3,5.3,,,,18.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,331,enriched,false,0,397,
58b8bfeb-5a83-454f-a999-ccb3dc02e953,lotus-elise-s2,Lotus Elise S2,Lotus,2005-2011,Series 2,Mid-Engine,Sports Car,mid,United Kingdom,1.8L NA I4 Toyota,189,133,6MT,RWD,,1984,,true,4.9,13.50,150,112,1.02,$38-58K,48000,,,5.8,3.2,9.0,7.1,5.4,9.8,5.6,,,,27.0,,,,Y,Y,N,Y,Y,Y,Y,4,4,0,0,Y,,,113,enriched,false,0,161,
fa61c099-f961-4446-a0cd-921b76228c42,lotus-emira,Lotus Emira,Lotus,2022-2024,Type 131,Mid-Engine,Sports Car,premium,United Kingdom,3.5L SC V6,400,310,6MT/Auto,RWD,,3097,2,true,4.2,12.40,180,105,1.06,$85-100K,92500,,,7.6,8.5,9.0,7.4,5.5,9.3,5.5,Weekend warrior,3,4,23.0,premium,good,4,Y,Y,N,Y,Y,Y,Y,4,3,4,3,Y,,,264,enriched,false,0,340,
c3a2e5e5-e934-4a2c-9a43-5c3616bc9a57,lotus-evora-gt,Lotus Evora GT,Lotus,2020-2021,Evora,Mid-Engine,Sports Car,upper-mid,United Kingdom,3.5L SC V6,416,317,6MT/Auto,RWD,,3175,,true,3.8,12.00,178,102,1.08,$70-90K,80000,,,7.4,7.6,9.1,7.5,5.7,9.1,6.1,,,,21.0,,,,Y,Y,N,Y,Y,Y,Y,4,2,0,0,Y,,,269,enriched,false,0,354,
5f794221-2151-48d0-8653-fc81a520440f,lotus-evora-s,Lotus Evora S,Lotus,2010-2015,Evora,Mid-Engine,Sports Car,mid,United Kingdom,3.5L SC V6,345,295,6MT/Auto,RWD,,3168,,true,4.3,12.50,172,107,1.05,$42-58K,50000,,,7.3,6.2,8.0,7.6,6.7,9.2,6.2,,,,22.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,251,enriched,false,0,293,
a02177c2-e669-4a6f-98b4-bccbeb85f69b,lotus-exige-s,Lotus Exige S,Lotus,2006-2016,Series 2/3,Mid-Engine,Sports Car,upper-mid,United Kingdom,1.8L SC I4 / 3.5L SC V6,257,236,6MT,RWD,,2150,,true,4.0,12.40,148,105,1.10,$55-90K,70000,,,7.5,3.5,9.5,7.1,5.4,9.8,5.6,,,,24.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,201,enriched,false,0,218,
e4904e5d-0a5f-489d-9554-20a58d9203fe,maserati-granturismo,Maserati GranTurismo,Maserati,2008-2019,M145,Front-Engine,Sports Car,budget,Italy,4.7L V8,454,361,6AT,RWD,,4145,,true,4.7,13.20,185,112,0.92,$30-50K,40000,,,9.7,7.9,5.0,2.0,8.0,5.8,4.2,,,,15.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,307,enriched,false,0,386,
2c3599c2-b457-4ad7-b47c-80d80cabbb78,maserati-mc20-2021,Maserati MC20,Maserati,2021-present,M240,Mid-Engine,Supercar,premium,Italy,3.0L Twin-Turbo V6 (Nettuno),621,538,8DCT,RWD,,3306,2,false,2.9,10.70,202,,,"$215,000 - $280,000",247500,215000,280000,8.0,7.0,9.0,6.0,7.0,9.0,6.0,Grand Tourer,,,,,moderate,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,457,skeleton,false,0,528,
3523cbe1-0872-4789-8e34-8b900ee1c583,mazda-3-25-turbo-2021,Mazda 3 2.5 Turbo,Mazda,2021-2024,BP,Front-Engine,Hot Hatch,budget,Japan,2.5L Turbocharged I4,250,320,6AT,AWD,,3485,5,false,5.7,14.20,155,,,"$31,000 - $35,000",33000,31000,35000,7.0,8.0,6.0,8.0,9.0,7.0,6.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,272,templated,false,0,213,
f1f3cfa7-5ac3-4443-9f6e-c9c9a3769dd1,mazda-6-2.5-turbo-gj,Mazda 6 2.5 Turbo,Mazda,2018-2021,GJ,Front-Engine,Sports Sedan,budget,Japan,2.5L Turbocharged I4,250,310,6AT,FWD,,3450,5,false,6.4,14.80,155,,,"$32,000 - $38,000",35000,32270,37870,7.0,8.0,6.0,8.0,9.0,7.0,5.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,264,templated,false,0,213,
7ab22b84-406a-4d92-a937-4bae7024d2a9,mazda-mx5-miata-na,Mazda MX-5 Miata NA,Mazda,1990-1997,NA,Front-Engine,Sports Car,budget,Japan,1.6L/1.8L NA I4,128,110,5MT/4AT,RWD,,2182,,true,8.5,16.20,116,125,0.87,$8-25K,15000,,,6.1,4.0,6.6,8.2,8.0,9.2,9.8,,,,26.0,,,,Y,Y,N,Y,Y,Y,Y,4,4,0,0,Y,,,94,enriched,false,0,109,
e1691df0-d7a8-4915-b64d-e945d3162488,mazda-mx5-miata-nb,Mazda MX-5 Miata NB,Mazda,1999-2005,NB,Front-Engine,Sports Car,budget,Japan,1.8L NA I4,142,125,5MT/6MT/4AT,RWD,,2387,,true,7.9,15.80,127,120,0.89,$8-20K,12000,,,6.1,4.4,6.6,8.2,8.6,9.2,9.8,,,,27.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,106,templated,false,0,121,
c546aad3-5878-48ab-9464-51691377be3f,mazda-mx5-miata-nc,Mazda MX-5 Miata NC,Mazda,2006-2015,NC,Front-Engine,Sports Car,budget,Japan,2.0L NA I4,167,140,5MT/6MT/6AT,RWD,,2498,,true,6.5,15.00,136,115,0.93,$10-22K,15000,,,6.0,5.6,7.0,8.2,9.0,8.8,9.5,,,,25.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,119,enriched,false,0,142,
f794e86d-7a3a-48b1-98c6-454a77fe4528,mazda-mx5-miata-nd,Mazda MX-5 Miata ND,Mazda,2016-2024,ND,Front-Engine,Sports Car,budget,Japan,2.0L NA I4,181,151,6MT/6AT,RWD,,2341,,true,5.7,14.40,135,112,0.98,$25-40K,32000,,,6.5,7.4,7.4,9.0,8.0,9.3,9.3,,,,29.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,128,templated,false,0,154,
e0e5b12b-acfe-4620-bdf7-fd852c0add1d,mazda-rx7-fd3s,Mazda RX-7 FD3S,Mazda,1992-2002,FD3S,Front-Engine,Sports Car,upper-mid,Japan,1.3L Twin-Turbo Rotary,276,231,5MT/4AT,RWD,,2850,,true,4.8,13.40,159,108,0.98,$45-85K,60000,,,8.8,5.5,7.9,3.2,3.4,9.6,9.2,,,,15.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,196,enriched,false,0,235,
07bee47e-171a-49d3-85c7-e59d04689f29,mazda-rx-8-se3p,Mazda RX-8,Mazda,2004-2012,SE3P,Front-Engine,Sports Car,budget,Japan,1.3L Twin-Rotor Wankel (13B-MSP RENESIS),232,159,6MT,RWD,,3053,4,true,6.4,15.10,145,,,"$27,000 - $35,000",31000,27000,35000,8.0,5.0,8.0,3.0,6.0,9.0,7.0,Daily Capable,,,,,moderate,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,135,templated,false,0,197,
e0bba528-d064-467c-88c1-a470dc944f55,mazda-mazdaspeed3-bl,Mazdaspeed3,Mazda,2007-2013,BL,Front-Engine,Hot Hatch,budget,Japan,2.3L Turbocharged I4,263,280,6MT,FWD,,3153,5,true,5.4,13.90,155,,,"$23,000 - $26,000",24500,23485,25995,7.0,6.0,7.0,5.0,8.0,8.0,9.0,Daily Capable,,,,,good,high,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,238,templated,false,0,224,
f252d03a-ee4a-4312-97ca-fce3a3bdba3b,mazda-mazdaspeed6-gy,Mazdaspeed6,Mazda,2006-2007,GY,Front-Engine,Sports Sedan,budget,Japan,2.3L Turbocharged I4,274,280,6MT,AWD,,3583,5,true,5.8,14.20,155,,,"$28,000 - $32,000",30000,28995,31995,8.0,6.0,7.0,5.0,8.0,8.0,7.0,Daily Capable,,,,,moderate,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,238,templated,false,0,233,
9b0c97f1-79ff-438f-a893-7754b39a0f6e,mclaren-570s-2015,McLaren 570S,McLaren,2015-2021,P13,Mid-Engine,Supercar,premium,United Kingdom,3.8L Twin-Turbo V8,562,443,7DCT,RWD,,3186,2,false,3.2,10.80,204,,,"$100,000 - $160,000",125000,188000,220000,8.0,7.0,9.0,6.0,7.0,9.0,8.0,Daily Capable,,,,,good,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,377,skeleton,false,0,478,
24939d41-fec4-4a07-94c0-879454c14f41,mclaren-600lt-2018-2020,McLaren 600LT,McLaren,2018-2020,P14B,Mid-Engine,Supercar,premium,United Kingdom,3.8L Twin-Turbo V8,592,457,7DCT,RWD,,2976,2,false,2.9,10.40,204,,,"$240,000 - $280,000",260000,242500,280000,8.0,7.0,9.0,6.0,7.0,9.0,8.0,Weekend Only,,,,,moderate,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,388,skeleton,false,0,503,
af8108e3-e400-46ec-acf2-77f05abbc6a8,mclaren-650s-mp4-12c-successor,McLaren 650S,McLaren,2014-2017,M838T,Mid-Engine,Supercar,premium,United Kingdom,3.8L Twin-Turbo V8,641,500,7DCT,RWD,,3186,2,false,3.0,10.50,207,,,"$265,500 - $280,225",272862,265500,280225,8.0,7.0,9.0,6.0,7.0,9.0,8.0,Daily Capable,,,,,moderate,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,425,skeleton,false,0,545,
b7aafb6d-bd59-4826-84a6-0b20ec264351,mclaren-720s,McLaren 720S,McLaren,2017-2022,P14,Mid-Engine,Supercar,premium,United Kingdom,4.0L Twin-Turbo V8,710,568,7DCT,RWD,,3186,2,false,2.9,10.30,212,,,"$280,000 - $320,000",300000,284745,315000,8.0,7.0,9.0,6.0,7.0,9.0,8.0,Daily Capable,,,,,good,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,483,templated,false,0,604,
8cee39b1-5b22-4bb8-b478-01a608a92d87,mclaren-765lt-2020-2022,McLaren 765LT,McLaren,2020-2022,P14,Mid-Engine,Supercar,premium,United Kingdom,4.0L Twin-Turbo V8,755,590,7DCT,RWD,,3164,2,false,2.7,10.20,205,,,"$450,000 - $600,000",510000,358000,420000,9.0,7.0,10.0,6.0,7.0,10.0,7.0,Track Toy,,,,,moderate,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,502,skeleton,false,0,642,
1e471f37-acce-48e7-824f-380e499028df,mclaren-artura-1st-gen,McLaren Artura,McLaren,2022-2024,,Mid-Engine,Supercar,premium,United Kingdom,3.0L Twin-Turbo V6 Hybrid,671,531,8DCT,RWD,,3303,2,false,3.0,10.70,205,,,"$233,000 - $280,000",256500,233000,280000,7.0,8.0,9.0,5.0,6.0,8.0,6.0,Daily Capable,,,,,good,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,451,skeleton,false,0,570,
71875e74-ceec-4ab2-b1ed-6fb3f1baea58,mclaren-mp4-12c-first-generation,McLaren MP4-12C,McLaren,2011-2014,MP4-12C,Mid-Engine,Supercar,premium,United Kingdom,3.8L Twin-Turbo V8,616,443,7DCT,RWD,,3434,2,false,3.1,11.10,207,,,"$75,000 - $140,000",100000,229000,280000,8.0,7.0,9.0,6.0,7.0,9.0,8.0,Daily Capable,,,,,good,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,377,skeleton,false,0,524,
3fe6d0e8-4441-4524-b400-60a864b22889,mercedes-c63-amg-w204,Mercedes C63 AMG W204,Mercedes-AMG,2008-2014,W204,Front-Engine,Sports Sedan,budget,Germany,6.2L NA V8,451,443,7AT,RWD,,3814,,true,4.3,12.60,155,104,0.97,$25-42K,33500,,,9.2,6.5,6.8,5.0,8.5,8.4,8.6,,,,16.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,377,enriched,false,0,383,
107ed91a-550a-4179-abbd-d92ac4379f63,mercedes-amg-c63-w205,Mercedes-AMG C63 W205,Mercedes-AMG,2015-2021,W205,Front-Engine,Sports Sedan,mid,Germany,4.0L TT V8 M177,503,516,9AT,RWD,,3880,,true,3.9,11.90,155,98,1.00,$40-65K,52000,,,8.2,8.0,7.7,6.5,7.2,8.0,7.3,,,,20.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,439,enriched,false,0,428,
5025cbe4-26f0-4dc7-aeb5-2e702ab370d5,mercedes-amg-cla-45-c117,Mercedes-AMG CLA 45,Mercedes-AMG,2014-2019,C117,Front-Engine,Sports Sedan,mid,Germany,2.0L Turbocharged I4,375,350,7DCT,AWD,,3483,5,false,4.2,12.60,155,,,"$48,000 - $55,000",51500,48400,54900,8.0,7.0,9.0,6.0,7.0,9.0,8.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,298,templated,false,0,319,
7276cba3-ea48-4907-a893-2000b5aacc9b,mercedes-amg-cla-45-s-c118,Mercedes-AMG CLA 45 S,Mercedes-AMG,2020-2024,C118,Front-Engine,Sports Sedan,mid,Germany,2.0L Turbocharged I4,416,369,8DCT,AWD,,3704,5,false,3.7,12.10,168,,,"$56,000 - $65,000",60500,56500,65000,8.0,7.0,9.0,6.0,7.0,9.0,8.0,Daily Capable,,,,,good,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,314,templated,false,0,354,
575fa8fb-d1a1-4718-a40d-85d67eb3d5d9,mercedes-amg-e63s-w213,Mercedes-AMG E63 S W213,Mercedes-AMG,2018-2024,W213,Front-Engine,Sports Sedan,upper-mid,Germany,4.0L TT V8 M177,603,627,9AT,AWD,,4500,,true,3.3,11.30,186,96,0.99,$70-100K,82000,,,8.0,9.5,8.0,7.1,5.5,7.8,6.5,,,,19.0,,,,Y,Y,N,Y,Y,Y,Y,4,4,0,0,Y,,,533,enriched,false,0,513,
cc5a22a1-7627-494c-9795-aa7ca529aa5d,mercedes-amg-e63-w212,Mercedes-AMG E63 W212,Mercedes-AMG,2012-2016,W212,Front-Engine,Sports Sedan,mid,Germany,5.5L TT V8 M157,577,590,7AT,RWD,,4235,,true,3.6,11.70,155,100,0.95,$35-55K,42000,,,8.5,8.0,7.2,6.0,7.0,7.8,6.6,,,,17.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,502,enriched,false,0,490,
f085096c-7e58-4e61-9c1a-7ae678e739e4,mercedes-amg-gt,Mercedes-AMG GT,Mercedes-AMG,2015-2020,C190,Front-Engine,Sports Car,upper-mid,Germany,4.0L TT V8 M178,469,465,7DCT,RWD,,3583,,true,3.9,11.90,189,98,1.04,$65-100K,80000,,,9.4,8.6,8.5,7.7,4.7,8.6,7.1,,,,18.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,395,enriched,false,0,399,
80ede5f5-16b6-40b3-a70e-0c443381b832,mercedes-amg-gt-black-series-c190,Mercedes-AMG GT Black Series,Mercedes-AMG,2020-2022,C190,Front-Engine,Sports Car,premium,Germany,4.0L Twin-Turbo V8,720,590,7DCT,RWD,,3616,2,false,3.1,11.00,202,,,"$380,000 - $450,000",410000,325000,350000,9.0,7.0,10.0,6.0,5.0,10.0,8.0,Track Toy,,,,,good,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,502,skeleton,false,0,612,
819130a7-9816-409a-b9a3-7cb51db0bdab,mercedes-amg-gt-r-c190,Mercedes-AMG GT R,Mercedes-AMG,2017-2021,C190,Front-Engine,Sports Car,premium,Germany,4.0L Twin-Turbo V8,577,516,7DCT,RWD,,3594,2,false,3.5,11.40,198,,,"$157,000 - $175,000",166000,157995,175000,8.0,7.0,9.0,6.0,7.0,9.0,8.0,Weekend Only,,,,,good,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,439,templated,false,0,490,
65b07bc7-e8bb-494a-87df-b80e864407ac,mercedes-amg-sls-c197,Mercedes-AMG SLS AMG,Mercedes-AMG,2010-2015,C197,Front-Engine,Sports Car,premium,Germany,6.2L Naturally Aspirated V8,563,479,7DCT,RWD,,3417,2,false,3.7,11.80,197,,,"$183,000 - $275,000",229000,183000,275000,9.0,8.0,9.0,5.0,6.0,9.0,6.0,Grand Tourer,,,,,moderate,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,407,skeleton,false,0,479,
a4b4e596-9bef-4d34-94b6-d66d984136cf,mini-cooper-s-r53,MINI Cooper S R53,MINI,2002-2006,R53,Front-Engine,Hot Hatch,budget,United Kingdom,1.6L Supercharged I4,163,155,6MT,FWD,,2524,4,true,6.9,15.30,135,,,"$19,100 - $22,500",20800,19100,22500,8.0,6.0,7.0,5.0,8.0,9.0,9.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,132,templated,false,0,139,
65d2f521-ce0e-4952-8d7b-ff4b9c83cae9,mini-cooper-s-r56,MINI Cooper S R56,MINI,2007-2013,R56,Front-Engine,Hot Hatch,budget,United Kingdom,1.6L Turbocharged I4,181,177,6MT/6AT,FWD,,2668,4,true,6.9,15.20,140,,,"$22,000 - $28,000",25000,22000,28000,8.0,6.0,7.0,4.0,8.0,9.0,9.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,150,templated,false,0,154,
0589df60-a764-4035-9538-09c57f8fed7c,mini-john-cooper-works-f56,MINI John Cooper Works F56,MINI,2014-2024,F56,Front-Engine,Hot Hatch,budget,Germany,2.0L Twin-Power Turbo I4,231,236,6MT/8AT,FWD,,2711,4,true,6.0,14.40,153,,,"$32,000 - $38,000",35000,32400,38900,8.0,7.0,8.0,6.0,8.0,9.0,8.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,201,templated,false,0,196,
11295a41-9ada-4c99-a226-c605288491f9,mitsubishi-3000gt-vr4-z16a,Mitsubishi 3000GT VR-4,Mitsubishi,1991-1999,Z16A,Front-Engine,Sports Car,mid,Japan,3.0L Twin-Turbo V6,320,315,5MT,AWD,,3737,2,true,5.2,13.80,155,,,"$45,000 - $65,000 (1991-1999 pricing)",55000,45000,65000,8.0,6.0,7.0,4.0,6.0,8.0,6.0,Grand Tourer,,,,,limited,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,268,templated,false,0,272,
9103c487-8115-40ae-b6ab-defc1ae96125,mitsubishi-eclipse-gsx-2g,Mitsubishi Eclipse GSX,Mitsubishi,1995-1999,2G,Front-Engine,Sports Car,budget,Japan,2.0L Turbocharged I4,210,214,5MT,AWD,,3240,4,true,6.7,15.10,140,,,"$22,000 - $26,000",24000,22000,26000,8.0,6.0,7.0,5.0,8.0,8.0,9.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,182,templated,false,0,179,
7b6f2fd7-aa31-4eb8-8448-0f993a173781,mitsubishi-lancer-evolution-ix,Mitsubishi Lancer Evolution IX,Mitsubishi,2005-2007,CT9A,Front-Engine,Sports Sedan,mid,Japan,2.0L Turbocharged I4 (4G63T),286,289,5MT,AWD,,3263,5,true,4.6,13.10,155,,,"$30,000 - $35,000",32500,30399,34999,8.0,5.0,9.0,6.0,8.0,9.0,9.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,1,Y,,,246,researched,false,0,243,
d81aaaec-9c4e-4f9f-a004-1ca99bda256d,mitsubishi-lancer-evolution-viii,Mitsubishi Lancer Evolution VIII,Mitsubishi,2003-2005,CT9A,Front-Engine,Sports Sedan,budget,Japan,2.0L Turbo I4,271,273,5MT,AWD,,3263,5,true,4.9,13.40,155,,,"$28,000 - $32,000",30000,28995,31995,8.0,5.0,9.0,6.0,8.0,9.0,9.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,1,Y,,,232,templated,false,0,230,
